doctor_id,doctor_name,specialty,branch
D1416,Dr. Amaka Johnson,Dermatology,Abuja North
D1417,Dr. Abdul Okafor,Obstetrics,PORT HARCOURT MAIN
D1418,Dr. Samuel Abubakar,Neurology,LAGOS CENTRAL
D1419,Dr. John Bello,orthopedics,ABUJA NORTH
D1420,Dr. Bola Ojo,cardiology,
D1421,Dr. Fatima Ogunleye,Family Medicine,Port Harcourt Main
D1422,Dr. David Ibrahim,Obstetrics,
D1423,Dr. David Johnson,cardiology,ABUJA NORTH
D1424,Dr. Amaka Chukwu,orthopedics,ABUJA NORTH
D1425,Dr. Samuel Onyeka,general medicine,Lagos Central
D1426,Dr. Grace Musa,,PORT HARCOURT MAIN
D1427,Dr. Peter Onyeka,Dermatology,Kano Care
D1428,Dr. Musa Balogun,Cardiology,Ibadan West
D1429,Dr. Bola Afolabi,Obstetrics,
D1430,Dr. Yusuf Afolabi,,PORT HARCOURT MAIN
D1431,Dr. Yusuf Garba,Neurology,Lagos Central
D1432,Dr. Michael Balogun,Obstetrics,Enugu East
D1433,Dr. Abdul Garba,Family Medicine,ABUJA NORTH
D1434,Dr. Michael Ojo,pediatrics,
D1435,Dr. Bola Abubakar,Neurology,PORT HARCOURT MAIN
D1436,Dr. Ibrahim Abubakar,Cardiology,Port Harcourt Main
D1437,Dr. Hannah Ibrahim,Pediatrics,LAGOS CENTRAL
D1438,Dr. Bola Ojo,Family Medicine,LAGOS CENTRAL
D1439,Dr. Ada Chukwu,,
D1440,Dr. Mercy Bello,,LAGOS CENTRAL
D1441,Dr. Chinedu Usman,Pediatrics,Ibadan West
D1442,Dr. Ngozi Uche,Family Medicine,
D1443,Dr. Ibrahim Uche,Pediatrics,Abuja North
D1444,Dr. Bola Adeyemi,orthopedics,Port Harcourt Main
D1445,Dr. Fatima Ibrahim,Cardiology,Abuja North
D1446,Dr. Victor Nwosu,,ABUJA NORTH
D1447,Dr. Sarah Usman,Radiology,PORT HARCOURT MAIN
D1448,Dr. Hannah Uche,cardiology,Kano Care
D1449,Dr. Michael Uche,,
D1450,Dr. Daniel Uche,,PORT HARCOURT MAIN
D1451,Dr. Esther Johnson,Orthopedics,Lagos Central
D1452,Dr. Mary Adeyemi,Dermatology,Lagos Central
D1453,Dr. Mercy Adewale,Emergency Medicine,Port Harcourt Main
D1454,Dr. Musa Usman,Cardiology,LAGOS CENTRAL
D1455,Dr. Grace Ibrahim,,Enugu East
D1456,Dr. Sarah Ibrahim,Cardiology,
D1457,Dr. Bola Afolabi,General Medicine,
,Dr. Musa Adewale,Emergency Medicine,
D1459,Dr. Kemi Garba,Neurology,Kano Care
D1460,Dr. Grace Eze,Family Medicine,
D1461,Dr. Emeka Usman,Orthopedics,
D1462,Dr. Blessing Garba,Cardiology,Enugu East
D1463,Dr. Tunde Chukwu,orthopedics,Port Harcourt Main
D1464,Dr. Ada Ibrahim,Radiology,Kano Care
D1465,Dr. Chinedu Abubakar,dermatology,ABUJA NORTH
D1466,Dr. Kemi Chukwu,,ABUJA NORTH
D1467,Dr. Chinedu Nwosu,Orthopedics,LAGOS CENTRAL
D1468,Dr. Mercy Ibrahim,,Enugu East
D1469,Dr. Mary Ogunleye,General Medicine,Kano Care
D1470,Dr. Bola Uche,Pediatrics,Kano Care
D1471,Dr. John Ojo,Pediatrics,
D1472,Dr. Peter Eze,General Medicine,LAGOS CENTRAL
D1473,Dr. Aisha Uche,,Kano Care
D1474,Dr. Emeka Afolabi,dermatology,
D1475,Dr. Michael Ojo,Emergency Medicine,ABUJA NORTH
D1476,Dr. David Bello,Neurology,Kano Care
D1477,Dr. Michael Abubakar,dermatology,PORT HARCOURT MAIN
D1478,Dr. Abdul Abubakar,Cardiology,Ibadan West
D1479,Dr. David Onyeka,pediatrics,
D1480,Dr. Kemi Johnson,general medicine,PORT HARCOURT MAIN
D1481,Dr. Daniel Afolabi,general medicine,Lagos Central
D1482,Dr. Amaka Adeyemi,Cardiology,
D1483,Dr. Amaka Eze,Obstetrics,
D1484,Dr. Victor Balogun,pediatrics,Kano Care
D1485,Dr. Ada Usman,Pediatrics,Port Harcourt Main
D1486,Dr. Abdul Afolabi,Radiology,
D1487,Dr. Emeka Abubakar,pediatrics,Port Harcourt Main
D1488,Dr. Ngozi Chukwu,Family Medicine,Kano Care
D1489,Dr. Fatima Uche,Cardiology,
D1490,Dr. Ibrahim Bello,general medicine,LAGOS CENTRAL
D1491,Dr. Peter Afolabi,General Medicine,Lagos Central
D1492,Dr. Esther Afolabi,Orthopedics,Abuja North
D1493,Dr. Mercy Okafor,Pediatrics,LAGOS CENTRAL
D1494,Dr. Samuel Okafor,orthopedics,
D1495,Dr. Mary Balogun,,Abuja North
D1496,Dr. Aisha Ogunleye,cardiology,Ibadan West
D1497,Dr. Ngozi Ojo,Obstetrics,
D1498,Dr. Zainab Onyeka,,
D1499,Dr. Peter Eze,general medicine,
D1500,Dr. Ada Adeyemi,orthopedics,ABUJA NORTH
